Station Name,Street Address,City,State,Zip Code,Connector1,Connector2,Connector3,Connector4,Geocode Status,Latitude,Longitude,ID
Grand Lodge on Peak 7 - Tesla,1979 Ski Hill Rd,Breckenridge,CO,80424,,1,,,200-8,39.485937,-106.066339,75241
Grand Timber Lodge - Tesla,75 Snowflake Dr,Breckenridge,CO,80424,,1,,,200-9,39.475588,-106.052909,75242
One Ski Hill Place - Tesla,1521 Ski Hill Rd,Breckenridge,CO,80424,,2,,,200-8,39.480869,-106.066202,70748
DoubleTree by Hilton - Norwalk - Tesla,789 Connecticut Ave,Norwalk,CT,6854,,1,,,200-8,41.0922,-73.453159,74387
Mystic Diner Restaurant - Tesla,253 Greenmanville Ave,Mystic,CT,6355,,1,,,200-9,41.373562,-71.961361,74390
The Gant - Tesla,610 S West End St,Aspen,CO,81611,,1,,,200-9,39.184371,-106.813606,75246
Winvian Farm - Tesla,155 Alain White Rd,Morris,CT,6763,,2,,,200-9,41.697035,-73.201059,74394
Delamar Southport - Tesla,275 Old Post Rd,Fairfield,CT,6890,,2,,,200-8,41.146336,-73.246041,74386
Tamarack Country Club - Tesla,55 Locust Rd,Greenwich,CT,6831,,2,,,200-9,41.094294,-73.709755,74392
Waterworks - Tesla,60 Backus Ave,Danbury,CT,6810,,2,,,200-9,41.370291,-73.491965,74393
Palomar - Tesla,2121 P St NW,Washington,DC,20037,,1,,,200-9,38.909847,-77.047423,75220
Glover Park Hotel - Tesla,2505 Wisconsin Ave NW,Washington,DC,20007,,1,,,200-9,38.923247,-77.072799,77505
Mason & Rook - Tesla,1430 Rhode Island Ave NW,Washington,DC,20005,,1,,,200-9,38.90811,-77.032988,77506
Hotel Rouge - Tesla,1315 16th St NW,Washington,DC,20036,,2,,,200-9,38.908203,-77.036064,72240
Hilton Garden Inn - Tesla,815 14th St NW,Washington,DC,20005,,2,,,200-8,38.900596,-77.031936,75221
Courtyard Marriott - Tesla,1600 Rhode Island Ave NW,Washington,DC,20036,,2,,,200-9,38.906643,-77.036968,75222
The Alfond Inn,300 E New England Ave,Winter Park,FL,32789,,2,,,200-9,28.595499,-81.347619,68485
Capella - Tesla,1050 31st St NW,Washington,DC,20007,,2,,,200-9,38.903927,-77.061299,75223
Otis Smith Park,454 E Savannah Rd,Lewes,DE,19958,,2,,,200-8,38.778332,-75.134887,86271
Hampton Inn - Tesla,4760 Helen Hauser Blvd,Titusville,FL,32780,,1,,,200-9,28.552792,-80.854496,75052
Vero Beach Hotel and Spa - Tesla,3500 Ocean Dr,Vero Beach,FL,32963,,2,,,200-9,27.655543,-80.356555,75128
Columbia - Tesla,2117 E 7th Ave,Tampa ,FL,33605,,2,,,200-9,27.959882,-82.43515,77472
Eddie V's Prime Seafood,4400 W Boy Scout Blvd,Tampa,FL,33607,,1,,,200-9,27.960322,-82.51828,67154
Epicurean Hotel - Tesla,1207 S Howard Ave,Tampa,FL,33606,,2,,,200-9,27.930635,-82.483337,68468
Tallahassee International Airport - Tesla,3300 Capital Cir SW,Tallahassee,FL,32310,,3,,,200-8,30.397777,-84.34779,75120
DoubleTree by Hilton - Tesla,13400 W Sunrise Blvd,Sunrise,FL,33323,,1,,,200-8,26.144667,-80.323934,75045
Hotel Duval - Tesla,415 N Monroe St,Tallahassee,FL,32301,,1,,,200-9,30.446239,-84.280121,75058
Home2 Suites - Tesla,210 S Magnolia Dr,Tallahassee,FL,32301,,2,,,200-9,30.440657,-84.263442,75886
St. Francis Inn,279 St George St,St. Augustine,FL,32084,,2,,,200-9,29.888016,-81.311175,68484
Streamsong Resort Golf and Spa - Tesla,1000 Streamsong Dr,Streamsong,FL,33834,,1,,,200-8,27.6935,-81.936412,75075
Sole on the Ocean - Tesla,17315 Collins Ave,Sunny Isles Beach,FL,33160,,3,,,200-9,25.936584,-80.120845,79800
Hilton Pensacola Beach - Tesla,12 Via De Luna Dr,Pensacola Beach,FL,32561,,1,,,200-8,30.333761,-87.137305,75055
Hampton Inn - Tesla,11740 Tampa Gateway Blvd,Seffner,FL,33584,,1,,,200-8,28.007641,-82.301052,79795
Chateau Elan Hotel and Conference Center - Tesla,150 Midway Dr,Sebring,FL,33870,,2,,,200-8,27.450919,-81.358679,80369
Edgewater Beach and Golf Resort - Tesla,11212 Front Beach Rd,Panama City Beach,FL,32407,,2,,,200-9,30.186836,-85.818694,75046
Hampton Inn - Tesla,2 Via De Luna Dr,Pensacola Beach,FL,32561,,1,,,200-8,30.333479,-87.139235,75051
Hilton Garden Inn - Tesla,3505 Kyoto Garden Dr,Palm Beach Gardens,FL,33410,,1,,,200-8,26.84768,-80.089736,75054
Courtyard Orlando Downtown - Tesla,730 N Magnolia Ave,Orlando,FL,32803,,1,,,200-9,28.554268,-81.377741,78984
Avanti Resort Orlando - Tesla,8738 International Dr,Orlando,FL,32819,,1,,,200-9,28.439723,-81.472735,79792
Floridays Resort Orlando - Tesla,12562 International Dr,Orlando,FL,32821,,1,,,200-8,28.386385,-81.481526,79793
CityWalk at Universal Orlando Resort - Tesla,6300 Universal Blvd,Orlando,FL,32819,,2,,,200-8,28.464342,-81.464393,75042
Okeechobee Shooting Sports - Tesla,7055 NE 48th St,Okeechobee,FL,34972,,2,,,200-9,27.289693,-80.751573,75070
Lake Nona Town Center - Tesla,6955 Lake Nona Blvd,Orlando,FL,32827,,2,,,200-9,28.371499,-81.278773,75887
InterContinental Miami,100 Chopin Plaza,Miami,FL,33131,,6,,,200-9,25.772324,-80.185489,68475
Blue Lakes Inn - Tesla,952 Blue Lakes Blvd N,Twin Falls,ID,83301,,1,,,200-9,42.578942,-114.460017,73739
Super 8 - Tesla,801 SW 1st St,Grangeville,ID,83530,,2,,,200-8,45.925284,-116.128512,75726
Holiday Inn Express - Tesla,2631 Enterprise Rd,Goodland,KS,67735,,,6,,200-8,39.326036,-101.725751,62297
Grinders Stonewall - Tesla,10240 Pflumm Rd,Lenexa,KS,66215,,1,,,200-9,38.942714,-94.742545,75230
Golden Eagle Casino - Tesla,1121 Goldfinch Rd,Horton,KS,66439,,2,,,200-8,39.670528,-95.639117,80394
Tesla Dublin,6701 Amador Plaza Rd,Dublin,CA,94568,,,10,,200-9,37.702796,-121.925021,71829
Hilton - Tesla,15575 Jimmy Durante Blvd,Del Mar,CA,92014,,2,,,200-8,32.978431,-117.256245,75832
Luxe Sunset Boulevard Hotel - Tesla,11461 Sunset Blvd,Los Angeles,CA,90049,,2,,,200-9,34.07262,-118.46865,70280
Napa River Inn - Tesla,500 Main St,Napa,CA,94559,,2,,,200-9,38.296494,-122.282396,70340
Wilshire West Medical Tower - Tesla,11645 Wilshire Blvd,Los Angeles,CA,90025,,1,,,200-9,34.050187,-118.460458,70432
Churchill Manor - Tesla,485 Brown St,Napa,CA,94559,,1,,,200-9,38.293086,-122.284226,77904
O'Brien Estates - Tesla,1200 Orchard Ave,Napa,CA,94558,,2,,,200-9,38.345754,-122.339796,70342
Haven Gastropub - Tesla,190 S Glassell St,Orange,CA,92866,,2,,,200-9,33.786338,-117.853351,74772
Hounds Tooth Inn - Tesla,42071 Highway 41,Oakhurst,CA,93644,,2,,,200-9,37.36109,-119.64434,79808
Westfield Galleria - Tesla,1151 Galleria Blvd,Roseville,CA,95678,,,7,,200-9,38.772366,-121.271832,61543
Best Western - Tesla,203 Antelope Blvd,Red Bluff,CA,96080,,2,,,200-9,40.181629,-122.220238,68911
The Inn at Rancho Santa Fe - Tesla,5951 Linea Del Cielo,Rancho Santa Fe,CA,92067,,2,,,200-9,33.018591,-117.205192,70410
Grande Colonial Hotel,910 Prospect St,San Diego,CA,92037,,3,,,200-9,32.847206,-117.275534,68978
Fairmont Grand Del Mar Resort - Tesla,5300 Grand Del Mar Ct,San Diego,CA,92130,,4,,,200-9,32.938409,-117.197364,74818
Madrona Vineyards - Tesla,2560 High Hill Rd,Placerville,CA,95667,,2,,,200-9,38.746835,-120.719043,79810
The Gables Wine Country Inn - Tesla,4257 Petaluma Hill Rd,Santa Rosa,CA,95404,,2,,,200-9,38.393524,-122.693487,70407
Ambrose Hotel,1255 20th St,Santa Monica,CA,90404,,4,,,200-9,34.030445,-118.481495,68899
Belmond El Encanto - Tesla,800 Alvarado Pl,Santa Barbara,CA,93103,,4,,,200-9,34.439276,-119.703618,68909
Red Lion Inn and Suites - Tesla,3015 Riverside Dr,Susanville,CA,96130,,2,,,200-9,40.406425,-120.631174,76356
Shutters on the Beach Hotel - Tesla,1 Pico Blvd,Santa Monica,CA,90405,,3,,,200-9,34.007204,-118.491461,78996
Charles Krug Winery - Tesla,2800 Main St,St. Helena,CA,94574,,1,,,200-9,38.518711,-122.481777,68933
Velo Vino Clif Family Winery - Tesla,709 Main St,St. Helena,CA,94574,,1,,,200-8,38.500037,-122.462962,70425
Grand Residences by Marriott - Tesla,1001 Heavenly Village Way,South Lake Tahoe,CA,96150,,1,,,200-9,38.955958,-119.943472,68977
Heavenly Mountain Resort - Tesla,3860 Saddle Rd,South Lake Tahoe,CA,96150,,1,,,200-9,38.932525,-119.934553,68980
Virginia Tech - Corporate Research Center,1901 Innovation Dr,Blacksburg,VA,24060,,1,,,200-8,37.204556,-80.416751,79839
Americamps KOA,11322 Air Park Rd,Ashland,VA,23005,1,,,,200-9,37.710075,-77.44657,80556
Hazel River Inn,11227 Eggbornsville Rd,Culpeper,VA,22701,1,,,,200-9,38.550434,-78.050983,80555
ComEd,2 Lincoln Center,Oakbrook Terrace,IL,60181,,10,,,200-9,41.845827,-87.985467,73389
Wytheville KOA,231 KOA Rd,Wytheville,VA,24382,2,,,,200-8,36.933124,-81.004196,60891
Benovia Winery - Tesla,3339 Hartman Rd,Santa Rosa,CA,95401,,1,,,200-8,38.476749,-122.797685,68910
Carroll Avenue Street Parking,7000 Carroll Ave,Takoma Park,MD,20912,,,2,,200-9,38.974842,-77.012356,88617
Latrobe Park,1627 E Fort Ave,Baltimore,MD,21230,,4,,,200-8,39.268278,-76.591693,88636
Hyatt Vineyard Creek Hotel and Spa - Tesla,170 Railroad St,Santa Rosa,CA,95401,,2,,,200-8,38.435931,-122.720005,68988
Jada Vineyard and Winery - Tesla,5620 Vineyard Dr,Paso Robles,CA,93446,,2,,,200-8,35.581133,-120.800209,77917
The Farm Winery - Tesla,10920 Chimney Rock Rd,Paso Robles,CA,93446,,2,,,200-9,35.665285,-120.886925,77927
Kendall Jackson Wine Estate,5007 Fulton Rd,Fulton,CA,95439,,2,,,200-8,38.503063,-122.769996,70271
Booker Vineyard and Winery - Tesla,2640 Anderson Rd,Paso Robles,CA,93446,,2,,,200-9,35.584431,-120.737259,74806
HammerSky Winery - Tesla,7725 Vineyard Dr,Paso Robles,CA,93446,,2,,,200-8,35.598857,-120.832887,74821
Denver International Airport - 61st and Pena,8500 Pena Blvd,Denver,CO,80249,11,,,,200-9,39.849363,-104.673806,88587
Conservation and Environmental Center,2855 Mesa Rd,Colorado Springs,CO,80904,,2,,,200-9,38.872764,-104.863276,49516
Sundance Towne Center - Tesla,416 S Watson Rd,Buckeye,AZ,85326,,,8,,200-9,33.443295,-112.557105,60966
Lake Elsinore Valley Center - Tesla,2501 E Lakeshore Dr,Lake Elsinore,CA,92530,,2,,,200-9,33.65881,-117.301465,74774
Kwik Trip #313,110 E Division St,Neillsville,WI,54456,1,,,,200-9,44.552307,-90.595397,60507
Kwik Trip #373,1809 W St. Paul Ave,Waukesha,WI,53186,,,,,200-9,42.996721,-88.259108,92095
Parthenon Diner Restaurant - Tesla,374 E Main St,Branford,CT,6405,,1,,,200-9,41.296212,-72.781436,74391
Agate Cove Inn - Tesla,11201 Lansing St,Mendocino,CA,95460,,1,,,200-9,39.316588,-123.79936,68896
Carbondale Bus Rapid Transit Station - Park and Ride,345 State Highway 133,Carbondale,CO,81623,,2,,,200-8,39.412498,-107.221581,73465
City of Doral - Government Center,8401 NW 53rd Terrace,Doral,FL,33166,,2,,,200-9,25.822094,-80.334406,88344
Parker Adventist Hospital,9395 Crown Crest Blvd,Parker,CO,80138,,2,,,200-9,39.548267,-104.770933,68415
Vail's Mountain Haus - Tesla,292 E Meadow Dr,Vail,CO,81657,,2,,,200-9,39.641603,-106.372642,70733
Jamestown Hotel - Tesla,18153 Main St,Jamestown,CA,95327,,1,,,200-9,37.952112,-120.423307,74940
Omni Richmond Hotel,100 S 12th St,Richmond,VA,23219,,1,,,200-9,37.535744,-77.435268,53959
Tesla Service Plus - Tesla,6692 Auto Center Dr,Buena Park,CA,90621,,,8,,200-9,33.863472,-117.990722,79196
Pessagno Winery - Tesla,1645 River Rd,Salinas,CA,93908,,1,,,200-9,36.482388,-121.486553,79811
Plaza America,11700 Plaza America Dr,Reston,VA,20190,,2,,,200-9,38.952396,-77.34992,75606
Hilton San Francisco - Tesla,333 O'Farrell St,San Francisco,CA,94102,,1,,,200-9,37.785979,-122.410846,74824
Kwik Trip #725,399 Cardinal Ln,Howard,WI,54313,,,,,200-9,44.552296,-88.08596,92094
Martin Ray Winery - Tesla,2191 Laguna Rd,Santa Rosa,CA,95401,,2,,,200-9,38.468798,-122.850738,74945
Cozy Cactus Bed and Breakfast - Tesla,80 Canyon Circle Dr,Sedona,AZ,86351,,1,,,200-9,34.790016,-111.764492,72214
Best Western Plus Treehouse - Tesla,111 Morgan Way,Mt. Shasta,CA,96067,,,4,,200-9,41.307483,-122.316688,53379
Hampton Inn - Tesla,219 Interstate Dr,Greenville,AL,36037,,,6,,200-8,31.855485,-86.635307,65071
Margaritaville Hollywood Beach Resort - Tesla,1111 N Ocean Dr,Hollywood,FL,33019,,1,,,200-8,26.018386,-80.117089,75064
Half Moon Bay Distillery - Tesla,103 Harvard Ave,Half Moon Bay,CA,94019,,1,,,200-9,37.503293,-122.493847,65931
Riviera Palm Springs - Tesla,1600 N Indian Canyon Dr,Palm Springs,CA,92262,,3,,,200-9,33.84606,-116.543982,70373
West Baden Springs Hotel,8538 W Baden Ave,West Baden Springs,IN,47469,,3,,,200-9,38.567317,-86.617634,72109
Best Western - Tesla,480 E Shaw Ave,Fresno,CA,93710,,1,,,200-9,36.809396,-119.77969,68914
LEVEL Furnished Living - Tesla,888 S Olive St,Los Angeles,CA,90014,,3,,,200-8,34.043807,-118.258107,74773
Courtyard Los Angeles - Tesla,901 W Olympic Blvd,Los Angeles,CA,90015,,1,,,200-9,34.045774,-118.265912,75822
Mountainland Association of Governments,586 E 800 N,Orem,UT,84097,,2,,,200-9,40.311431,-111.681877,75614
Diamond Jo Casino - Tesla,777 Diamond Joe Ln,Northwood,IA,50459,,2,,,200-9,43.44707,-93.352462,75733
New Belgium Brewing,500 Linden St,Fort Collins,CO,80524,,3,,,200-9,40.593417,-105.0684,42529
Town of Winter Park - Parking Garage,50 Vasquez Rd,Winter Park,CO,80482,,2,,,200-9,39.917213,-105.785621,68191
Chicken Ranch Casino - Tesla,16929 Chicken Ranch Rd,Jamestown,CA,95327,,3,,,200-9,37.92922,-120.451832,79805
Tenaya Lodge,1122 Highway 41,Fish Camp,CA,93623,,2,8,,200-8,37.474012,-119.63852,68389
St. Regis Monarch Beach Resort - Tesla,1 Monarch Beach Resort N,Dana Point,CA,92629,,3,,,200-8,33.483215,-117.715186,70390
Travelodge Santa Monica - Tesla,3102 Pico Blvd,Santa Monica,CA,90405,,2,,,200-9,34.025807,-118.456551,74968
Lakeland Park,11 Foreman St,Cazenovia,NY,13035,,2,,,200-8,42.929429,-75.859296,88340
Asheville Regional Airport - Short Term Parking Lot,61 Terminal Dr ,Fletcher,NC,28732,,2,,,200-9,35.434874,-82.537656,88616
Waldorf Astoria Boca Raton Resort and Club - Tesla,501 E Camino Real,Boca Raton,FL,33432,,1,,,200-9,26.342284,-80.078495,68493
The Ritz-Carlton - Tesla,600 Stockton St,San Francisco,CA,94108,,1,,,200-9,37.791841,-122.40684,74966
Villafranca Inn - Tesla,900 Munras Ave,Monterey,CA,93940,,1,,,200-9,36.592629,-121.893937,74970
Sonnenalp Hotel,20 Vail Rd,Vail,CO,81657,,2,,,200-9,39.641562,-106.377653,70734
Community Recreation Center ,250 11th St,Windsor,CO,80550,,1,,,200-8,40.479479,-104.916936,79177
Heritage Chevrolet,12420 Jefferson Davis Hwy,Chester,VA,23831,,1,1,,200-9,37.355577,-77.414228,54008
Tellus Science Museum,100 Tellus Dr,White,GA,30184,,4,,,200-9,34.24213,-84.770869,72072
York House Inn - Tesla,416 York House Rd,Rabun Gap,GA,30568,,1,,,200-9,34.93737,-83.383109,75952
Atlanta Motorsports Park - Tesla,20 Duck Thurmond Rd,Dawsonville,GA,30534,,6,,,200-8,34.430969,-84.176731,77480
The Dahlonega Square Hotel and Villas - Tesla,135 N Chestatee St,Dahlonega,GA,30533,,2,,,200-9,34.533247,-83.986386,80392
Tesla Service Center,1395 S Marietta Pkwy,Marietta,GA,30067,,2,,,200-9,33.94149,-84.511161,80777
City of Morro Bay - Chamber of Commerce,695 Harbor St,Morro Bay,CA,93442,,1,,,200-8,35.366911,-120.845475,51515
Sheraton Inner Harbor Hotel - Tesla,300 S Charles St,Baltimore,MD,21201,,2,,,200-9,39.284581,-76.615181,79785
Inn at Bay Ledge - Tesla,150 Sand Point Rd,Bar Harbor,ME,4609,,1,,,200-9,44.437784,-68.266428,73761
TownePlace Suites - Tesla,2009 S National Ave,Springfield,MO,65804,,2,,,200-9,37.177983,-93.27696,74752
The Lodge at Camden Hills - Tesla,186 Belfast Rd,Camden,ME,4843,,1,,,200-8,44.224587,-69.051172,77971
Sunshine Daydream - Tesla,1395 Bagnell Dam Blvd,Lake Ozark,MO,65049,,1,,,200-8,38.198918,-92.638069,71688
The Tiger Hotel,23 S 8th St,Columbia,MO,65201,,2,,,200-9,38.950851,-92.328957,71690
Starlight Theatre - Tesla,4600 Starlight Rd,Kansas City,MO,64132,,1,,,200-8,39.009406,-94.532417,80356
Devereaux Shields House - Tesla,709 N Union St,Natchez,MS,39120,,1,,,200-9,31.564501,-91.395905,74745
Lazy Magnolia Brewery - Tesla,7030 Roscoe Turner Rd,Kiln,MS,39556,,2,,,200-9,30.376488,-89.449193,78117
Graduate Oxford - Tesla,400 N Lamar Blvd,Oxford,MS,38655,,2,,,200-9,34.36883,-89.51762,79771
Cannella - Tesla,1113 Highway 90,Bay St. Louis,MS,39520,,2,,,200-9,30.312428,-89.360802,79772
The Centennial Inn - Tesla,96 Pleasant St,Concord,NH,3301,,2,,,200-9,43.20073,-71.54419,73787
Applebee's - Tesla,2600 Menaul Blvd NE,Albuquerque,NM,87107,,,6,,200-9,35.108663,-106.613104,69809
Holiday Inn Express & Suites - Tesla,2624 S Adams St,Tucumcari,NM,88401,,,6,,200-8,35.153456,-103.723589,69810
Bently Farmers Bank - Tesla,1597 Esmeralda Ave,Minden,NV,89423,,1,,,200-9,38.953562,-119.763686,75894
GGMC Parking - Tesla,217 E 44th St,New York,NY,10017,,2,,,200-8,40.751646,-73.972477,74402
Champion Parking - Tesla,320 W 57th St,New York,NY,10019,,2,,,200-9,40.767194,-73.984544,74423
Icon Parking - Tesla,329 E 48th St,New York,NY,10017,,2,,,200-8,40.753045,-73.968068,74445
Best Western Adirondack Inn - Tesla,2625 Main St,Lake Placid,NY,12946,,2,,,200-9,44.284065,-73.983532,74416
The Whiteface Lodge - Tesla,7 Whiteface Inn Ln,Lake Placid,NY,12946,,2,,,200-9,44.297004,-74.010758,74530
Standard Parking - Tesla,21 E 15th St,Manhattan,NY,10003,,2,,,200-8,40.736197,-73.991965,80338
Luce Ristorante - Tesla,1053 Oyster Bay Rd,East Norwich,NY,11732,,2,,,200-9,40.843546,-73.532489,78089
The Garrison and Highlands Country Club - Tesla,1 Snakehill Rd,Garrison,NY,10524,,2,,,200-8,41.381367,-73.912435,78094
Culinary Arts Center at Auburn Watson - Tesla,3295 Walden Ave,Depew,NY,14043,,1,,,200-8,42.912206,-78.695058,79769
Best Western University Inn - Tesla,90 E Main St,Canton,NY,13617,,2,,,200-9,44.596265,-75.149319,74417
Hampton Inn - Tesla,26 River St,Cortland,NY,13045,,1,,,200-8,42.606636,-76.164123,78082
The Farmhouse Bed and Breakfast - Tesla,1855 Depot Ln,Cutchogue,NY,11935,,1,,,200-9,41.015587,-72.489904,78579
Hilton Garden Inn - Tesla,3528 Gateway St,Springfield,OR,97477,,1,,,200-9,44.08534,-123.042979,73758
The Courtyard - Tesla,964 S Hemlock St,Cannon Beach,OR,97110,,1,,,200-9,45.890974,-123.962233,73788
Icon Parking - Tesla,35-39 E 61st St,New York,NY,10021,,2,,,200-8,40.764691,-73.970178,79765
Comfort Suites,505 Live Oak St,San Antonio,TX,78202,,3,,,200-9,29.426655,-98.481024,68500
Courtyard Marriott - Tesla,1721 E Central Texas Expy,Killeen,TX,76541,,1,,,200-9,31.092701,-97.721107,75141
Hilton Garden Inn - Tesla,2704 O W Curry Dr,Killeen,TX,76542,,2,,,200-9,31.086494,-97.714756,78166
Best Western - Tesla,1549 Westborough Dr,Katy,TX,77499,,4,,,200-9,29.788678,-95.731341,79779
Hotel Sorella - City Centre - Tesla,800 Sorella Ct,Houston,TX,77024,,3,,,200-9,29.780192,-95.561368,68510
Holiday Inn Express & Suites - Tesla,9300 Main St,Houston ,TX,77085,,2,,,200-9,29.684428,-95.423407,77488
Staybridge Suites - Tesla,2220 Marked Pl Blvd,Irving,TX,75063,,1,,,200-9,32.92228,-96.975865,79780
Americas Best Value Inn - Tesla,511 Pan American Dr,Harker Heights,TX,76548,,2,,,200-9,31.077753,-97.656303,75132
Hampton Inn & Suites - Tesla,917 N Navigation Blvd,Corpus Christi,TX,78408,,2,,,200-8,27.802624,-97.453159,80373
Hotel Saint Cecilia - Tesla,112 Academy Dr,Austin,TX,78704,,1,,,200-9,30.25212,-97.747352,68509
La Quinta Inn and Suites - Tesla,721 FM 1489 Rd,Brookshire,TX,77007,,2,,,200-8,29.776994,-95.967485,78587
Coach Light Inn - Tesla,2242 S Market St,Brenham,TX,77833,,2,,,200-9,30.149036,-96.385924,78593
Luxury Auto Works - Tesla,8300 N Lamar Blvd,Austin,TX,78753,,1,,,200-9,30.351799,-97.70791,68519
InterContinental Hotel - Tesla,701 Congress Ave,Austin,TX,78701,,2,,,200-9,30.269047,-97.741973,75166
Holiday Inn Express & Suites,8330 W Amarillo Blvd,Amarillo,TX,79124,,4,,,200-9,35.192758,-101.933418,68505
Holiday Inn - Amarillo West Medical Center - Tesla,8231 W Amarillo Blvd,Amarillo,TX,79124,,,8,,200-9,35.189507,-101.930656,71839
Hilton Garden Inn - Tesla,4449 Ridgemont Dr,Abilene,TX,79606,,1,,,200-8,32.39622,-99.765079,75150
Best Western Plus Tacoma Dome Hotel,2611 East E St,Tacoma,WA,98421,,3,,,200-9,47.238612,-122.426701,71774
Hotel Max - Tesla,620 Stewart St,Seattle,WA,98101,,2,,,200-9,47.614216,-122.336606,71789
Shafer Baillie Mansion Bed and Breakfast - Tesla,907 14th Ave E,Seattle,WA,98112,,1,,,200-9,47.627028,-122.314916,71794
Fred Meyer - Tesla,2811 W 10th Ave,Kennewick,WA,99336,,,8,,200-9,46.197294,-119.16214,70303
Hilton Bellevue - Tesla,300 112th Ave SE,Bellevue,WA,98004,,2,,,200-8,47.607119,-122.190762,71783
The Pfister Hotel - Tesla,424 E Wisconsin Ave,Milwaukee,WI,53202,,3,,,200-9,43.039478,-87.905812,71310
Festival Foods - Tesla,595 S Taylor Dr,Sheboygan,WI,53081,,,8,,200-8,43.750812,-87.748705,71843
Aloft Hotel - Tesla,465 Pilgrim Way,Green Bay,WI,54304,,1,,,200-9,44.478466,-88.052979,71294
Grand Geneva Resort and Spa - Tesla,7036 Grand Geneva Way,Lake Geneva,WI,53147,,2,,,200-8,42.602453,-88.406636,71299
Heidel House Resort and Spa - Tesla,643 Illinois Ave,Green Lake,WI,54941,,2,,,200-9,43.835649,-88.949144,71300
Erin Hills Golf Course - Tesla,7169 County Rd O,Hartford,WI,53027,,2,,,200-8,43.252236,-88.393567,79789
The Abbey Resort and Avani Spa - Tesla,269 Fontana Blvd,Fontana,WI,53125,,1,,,200-9,42.546793,-88.577047,75262
The Greenbrier,300 W Main St,White Sulphur Springs,WV,24986,,8,,,200-9,37.791409,-80.302728,68274
Courtyard Wausau - Tesla,1000 S 22nd Ave,Wausau,WI,54401,,1,2,,200-9,44.950317,-89.664986,71298
Midwest Renewable Energy Association - Tesla,7558 Deer Rd,Custer,WI,54423,,1,,,200-9,44.509682,-89.407059,71307
Summit Point Motorsports Park - Tesla,201 Motorsports Park Cir,Summit Point,WV,25446,,4,,,200-8,39.241738,-77.976076,75208
Gillum House Bed & Breakfast,35 Walnut St,Shinnston,WV,26431,,2,,,200-9,39.39605,-80.302089,68271
Rusty Parrot Lodge and Spa,175 N Jackson St,Jackson,WY,83001,,3,,,200-9,43.481584,-110.766813,73234
Holiday Inn - Tesla,211 Decker Ct,Gillette,WY,82716,,,4,,200-9,44.292518,-105.526576,70304
Hampton Inn & Suites Riverton - Tesla,2500 N Federal Blvd,Riverton,WY,82501,,1,,,200-8,43.045096,-108.380674,73754
Holiday Inn Express and Suites - Tesla,5627 Highway 22,Panama City,FL,32404,,2,,,200-9,30.153923,-85.589479,75056
Best Western Plus - Tesla,160 Montrose W Ave,Copley,OH,44321,,2,,,200-9,41.129989,-81.654011,73737
Best Western Plus,922 E Highway 67,Duncanville,TX,75137,,2,,,200-9,32.641187,-96.88899,68498
Hidden Creek Golf Club - Tesla,75 Ashbury Rd,Egg Harbor Township,NJ,8234,,1,,,200-9,39.395206,-74.686235,78980
The Arena Bar and Grill - Tesla,380 Coal St,Wilkes Barre,PA,18702,,2,,,200-8,41.236325,-75.865081,78985
QuickChek - Tesla,640 Washington Ave,Kingston,NY,12401,,,8,,200-9,41.941339,-74.027159,79203
The Cloister at Sea Island - Tesla,100 Cloister Dr,Sea Island,GA,31561,,1,,,200-9,31.18095,-81.34976,72073
The Westin Peachtree - Tesla,210 Peachtree St NE,Atlanta,GA,30303,,2,,,200-9,33.759425,-84.38837,72077
Macadoodles Fine Wine & Spirits - Tesla,3050 N Kentwood Ave,Springfield,MO,65803,,,8,,200-9,37.252325,-93.266277,80210
Tesla Service Center,3435 Morse Rd,Columbus,OH,43231,,2,,,200-9,40.057195,-82.927865,80603
The Orchard Inn - Tesla,100 Orchard Inn Ln,Saluda,NC,28773,,1,,,200-9,35.229272,-82.334958,72168
Grand Sierra Resort and Casino - Tesla,2500 E 2nd St,Reno,NV,89502,,2,,,200-9,39.522606,-119.779911,72258
The Lexington at Jackson Hole Hotel & Suites - Tesla,285 N Cache St,Jackson,WY,83001,,1,,,200-9,43.483169,-110.762749,73793
Andis Wines,11000 Shenandoah Rd,Plymouth,CA,95669,,3,,,200-9,38.521804,-120.817893,73718
The Wolfeboro Inn,90 N Main St,Wolfeboro,NH,3894,,3,,,200-9,43.584959,-71.216717,73799
Quik Park - Tesla,808 Columbus Ave,New York,NY,10025,,2,,,200-9,40.795317,-73.966135,74459
Meijer - Tesla,8605 E 34 Rd,Cadillac,MI,49601,,,8,,200-8,44.281313,-85.406606,74233
Hampton Inn - Tesla,1886 Electric Rd,Salem,VA,24153,,2,,,200-8,37.265421,-80.033171,75265
MGM Grand - Tesla,3799 S Las Vegas Blvd,Las Vegas,NV,80109,,1,,,200-8,36.101345,-115.172804,72263
iPark - Tesla,101 W 88th St,New York,NY,10024,,2,,,200-8,40.787791,-73.971222,75769
The Ritz-Carlton - Tesla,1 Lake Oconee Trail,Greensboro,GA,30642,,3,,,200-8,33.439515,-83.195123,75951
Havill Spoerl Ford Lincoln,1642 Janesville Ave,Fort Atkinson,WI,53538,,2,,,200-9,42.905777,-88.855049,51134
Fred Meyer - Tesla,61535 S Highway 97,Bend,OR,97702,,,8,,200-8,44.033617,-121.307529,77046
