Station Name,Street Address,City,State,Zip Code,Connector1,Connector2,Connector3,Connector4,Geocode Status,Latitude,Longitude,ID
Sweetwater Sound,5501 US 30,Fort Wayne,IN,46818,,3,,,200-9,41.123921,-85.213964,72106
Millennium Bostonian Hotel - Tesla,25 North St,Boston,MA,2109,,1,,,200-8,42.360488,-71.056353,72138
The Boat House at Front Street Village,2400 Lennoxville Rd,Beaufort,NC,28516,,3,,,200-9,34.709802,-76.630921,72164
Westin Hilton Head Resort and Spa,2 Grasslawn Ave,Hilton Head,SC,29928,,2,,,200-9,32.208679,-80.680786,48639
Residence Inn - Tesla,500 Memorial Dr,Chicopee,MA,1020,,2,,,200-8,42.171481,-72.577181,72140
Pinebrook Manor - Tesla,2701 Kanuga Rd,Hendersonville,NC,28739,,1,,,200-9,35.279672,-82.488603,72159
Hotel Vandivort - Tesla,305 E Walnut St,Springfield,MO,65806,,1,,,200-9,37.207169,-93.291265,71686
Best Western Ocean Breeze Inn,11 Lemoyne Ave,Hilton Head Island,SC,29928,,2,,,200-9,32.14163,-80.760558,71707
Renaissance Charleston Historic District - Tesla,68 Wentworth St,Charleston,SC,29401,,1,,,200-9,32.782984,-79.933045,71714
Abingdon Manor Country Inn and Restaurant - Tesla,307 Church St,Latta,SC,29565,,1,,,200-9,34.343992,-79.431523,71705
Icon Parking - Tesla,560 3rd Ave,New York,NY,10016,,2,,,200-9,40.748086,-73.976819,75763
iPark - Tesla,184 E 73rd St,New York,NY,10021,,2,,,200-8,40.770627,-73.960572,75767
Hotel 1000 - Tesla,1000 1st Ave,Seattle,WA,98104,,2,,,200-9,47.605051,-122.336105,75736
Discount Parking - Tesla,180 Ashland Pl,Brooklyn,NY,11214,,2,,,200-8,40.689444,-73.978543,75749
Icon Parking - Tesla,55 W 14th St,New York,NY,10011,,2,,,200-9,40.737266,-73.99611,75762
Icon Parking - Tesla,155 E 29th St,New York,NY,10016,,2,,,200-9,40.742968,-73.980565,75752
Icon Parking - Tesla,203 E 61 St,New York,NY,10021,,2,,,200-8,40.762763,-73.965591,75755
Airlie Center,6809 Airlie Rd,Warrenton,VA,20187,,2,,,200-9,38.7566,-77.793511,41581
Sigora Solar,292 Race Ave,Waynesboro,VA,22980,,1,,,200-9,38.064853,-78.887175,51569
NYLO Hotel - Irving,1001 W Royal Ln,Irving,TX,75039,,3,,,200-9,32.896737,-96.963028,68521
Icon Parking - Tesla,225 W 83rd St,New York,NY,10024,,2,,,200-9,40.786348,-73.977373,75756
Redwood Coast Energy Authority - Arcata Technology Center,1459 8th St,Arcata,CA,95521,,2,,,200-8,40.869689,-124.094034,74656
Seattle Marriott Waterfront - Tesla,2100 Alaskan Way,Seattle,WA,98121,,2,,,200-9,47.610669,-122.346572,71793
The Davenport Grand Hotel - Tesla,333 W Spokane Falls Blvd,Spokane,WA,99201,,2,,,200-9,47.659765,-117.417374,71796
Best Western Plus Bronco Inn - Tesla,105 W Galbreath Way,Ritzville,WA,99169,,,4,,200-9,47.116664,-118.367792,62299
Brierley Hill Bed and Breakfast - Tesla,985 Borden Rd,Lexington,VA,24450,,1,,,200-9,37.796036,-79.468386,71316
Rancho Gallina - Tesla,31 Bonanza Creek Rd,Santa Fe,NM,87508,,2,,,200-9,35.494507,-106.071198,72303
Best Western,75 W Thousand Oaks Blvd,Thousand Oaks,CA,91360,,3,,,200-9,34.179051,-118.878913,68919
The Orchards Hotel,222 Adams Rd,Williamstown,MA,1267,,3,,,200-8,42.705303,-73.191259,72146
The Inn and Spa at Loretto - Tesla,211 Old Santa Fe Trail,Santa Fe,NM,87501,,1,,,200-9,35.68531,-105.936882,72306
Hilton St. Louis at the Ballpark - Tesla,1 S Broadway,St. Louis,MO,63102,,1,,,200-9,38.625127,-90.190969,71685
Hilton Myrtle Beach,10000 Beach Club Dr,Myrtle Beach,SC,29572,,2,,,200-9,33.76947,-78.775085,71712
Arrowhead Inn Bed and Breakfast,106 Mason Rd,Durham,NC,27712,,2,,,200-9,36.118217,-78.903677,72152
Country Inn and Suites,3211 Wilson Dr,Burlington,NC,27215,,2,,,200-9,36.067976,-79.502187,72153
Christopher Place Resort,1500 Pinnacles Way,Newport,TN,37821,,2,,,200-9,35.920468,-83.252262,72197
Hutton Hotel Nashville,1808 W End Ave,Nashville,TN,37203,,4,,,200-9,36.152907,-86.797009,72198
Mountain Motorsports - Tesla,3422 Adventure Ln,Kodak,TN,37764,,1,,,200-9,35.981874,-83.613263,72199
City of Boulder - South Boulder Recreation Center,1360 Gillaspie Dr,Boulder,CO,80305,2,2,,,200-8,39.975028,-105.249446,42430
City of Boulder - Boulder Reservoir,5565 N 51st St,Boulder,CO,80301,1,1,,,200-8,40.077325,-105.239377,53935
Propark - Water Street Garage,161 Water St,New London,CT,6320,8,4,,1 Conductive 120V,200-8,41.356472,-72.094412,36928
Hamilton Cellars,55410 N Sunset Rd,Benton City,WA,99320,1,4,,,200-8,46.293801,-119.451333,71782
New Brunswick Parking Authority,7 Wall St,New Brunswick,NJ,8901,4,2,,,200-8,40.498051,-74.445396,65670
New Brunswick Parking Authority,95 Patterson St,New Brunswick,NJ,8901,8,9,,,200-8,40.494646,-74.447516,65671
Cichy's Garage,5 Main St,Williamsburg,MA,1096,4,2,,,200-9,42.39264,-72.729866,65681
Greater Hartford Transit District - Spruce Street Lot,1 Union Pl,Hartford,CT,6103,1,1,,,200-9,41.769417,-72.681825,43834
Rick Hendrick Chevrolet Buick GMC,12050 W Broad St,Richmond,VA,23233,,2,,,200-9,37.660063,-77.629638,53958
Roberts Motors,4350 N Alby St,Alton,IL,62002,,1,,,200-9,38.924175,-90.179128,51747
Resurrection Fellowship,6502 E Crossroads Blvd,Loveland,CO,80538,,2,,,200-9,40.434103,-104.980231,74038
Richmond Ford Lincoln,4600 W Broad St,Richmond,VA,23230,,3,,,200-9,37.578775,-77.489409,40701
Advocate BroMenn Medical Center,610 W Virginia Ave,Normal,IL,61761,,3,,,200-8,40.49813,-88.991628,46994
Kankakee Community College - North Extension Center,450 N Kinzie Ave,Bradley,IL,60915,,1,,,200-9,41.150126,-87.850125,60715
Hall Ford Lincoln,12896 Jefferson Ave,Newport News,VA,23608,,2,,,200-9,37.148296,-76.525986,53956
Oliver Luxury Real Estate - Tesla,319 Highway 89,Tahoe City,CA,96145,,2,,,200-9,39.161202,-120.145421,70345
The Gateway Restaurant and Lodge - Tesla,45978 Sierra Dr,Three Rivers,CA,93271,,1,,,200-9,36.479764,-118.838416,75837
Hampton Inn - Tesla,1565 N Dixie Hwy,Monroe,MI,48162,,1,,,200-9,41.92929,-83.35295,78116
Peltzer Family Cellars - Tesla,40275 Calle Contento,Temecula,CA,92591,,2,,,200-9,33.532076,-117.072695,78461
Galena Brewing Co - Tesla,226 N Commerce St,Galena,IL,61036,,2,,,200-9,42.416779,-90.426016,71149
Atheneum Suite Hotel - Tesla,1000 Brush St,Detroit,MI,48226,,2,,,200-9,42.334002,-83.042709,71694
Gateways Inn,51 Walker St,Lenox,MA,1240,,2,,,200-9,42.355928,-73.282592,72134
Tobies Restaurant - Tesla,404 Fire Monument Rd,Hinckley,MN,55037,,,8,,200-9,46.010362,-92.930364,71833
Swissbakers - Tesla,168 Western Ave,Allston,MA,2134,,1,,,200-9,42.36293,-71.128439,75872
Rectrix Aviation - Tesla,777 Virginia Rd,Concord,MA,7142,,1,,,200-9,42.464494,-71.299243,75873
Alamance Crossing - Tesla,1080 Piper Ln,Burlington,NC,27215,,,8,,200-9,36.069431,-79.510237,53434
The Ugly Dog Public House - Tesla,25 Frank Allen Rd,Cashiers,NC,28717,,1,,,200-9,35.110993,-83.09913,75881
Hyatt Place - Tesla,199 Haywood St,Asheville,NC,28801,,2,,,200-9,35.595821,-82.560312,80367
Rock Crest Lodge - Tesla,15 Mt Rushmore Rd,Custer,SD,57730,,1,,,200-8,43.764231,-103.607889,75203
JR's Fresh Market - Tesla,3121 Fire Rd,Egg Harbor Township,NJ,8234,,,8,,200-9,39.392883,-74.562499,76765
Pavilion of Turkey Creek - Tesla,10936 Parkside Dr,Knoxville,TN,37934,,,8,,200-8,35.902854,-84.148279,69113
Holiday Inn Express - Tesla,925 Westwood Blvd,Price,UT,85401,,,8,,200-8,39.60248,-110.83316,71841
North Beach Plantation,100 N Beach Blvd,North Myrtle Beach,SC,29582,,2,,,200-9,33.790709,-78.736108,74755
JC Mickelson's - Tesla,2100 S Main St,Nephi,UT,84648,,,6,,200-9,39.678093,-111.841097,62298
Rudy's Country Store & BBQ - Tesla,2400 N Interstate Highway 35,Round Rock,TX,78681,,2,,,200-9,30.536466,-97.693815,75168
Inn at Entrada - Tesla,2588 W Sinagua Trail,St. George,UT,84770,,3,,,200-9,37.156948,-113.63848,75284
Founders Inn and Spa - Tesla,5641 Indian River Rd,Virginia Beach,VA,23464,,2,,,200-9,36.802986,-76.190285,71318
DuCard Vineyards - Tesla,40 Gibson Hollow Ln,Etlan,VA,22719,,1,,,200-9,38.515192,-78.302973,75264
Hotel Roanoke and Conference Center - Tesla,110 Shenandoah Ave NW,Roanoke,VA,24016,,2,,,200-8,37.273575,-79.943672,76378
Hilton - Tesla,501 E Broad St,Richmond,VA,23219,,1,,,200-8,37.542739,-77.437234,75270
Primland - Tesla,2000 Busted Rock Rd,Meadows of Dan,VA,24120,,1,,,200-8,36.687642,-80.355334,75273
Urban Evolution - Tesla,8442 Kao Cir,Manassas,VA,20110,,1,,,200-8,38.762061,-77.450749,75283
Hyatt Place Charlottesville,2100 Bond St,Charlottesville,VA,22901,,3,,,200-9,38.066512,-78.49355,71320
Atrium Resort,315 21st St,Virginia Beach,VA,23451,,3,,,200-9,36.848927,-75.978082,75267
The Tides Inn - Tesla,480 King Carter Dr,Irvington,VA,22480,,2,,,200-8,37.664037,-76.427543,75280
Refuge Inn - Tesla,7058 Maddox Blvd,Chincoteague Island ,VA,23336,,1,,,200-9,37.924428,-75.354117,77469
Steeles Tavern Manor and Alpine Hideaway Cabins - Tesla,8400 N Lee Hwy,Raphine,VA,24472,,1,,,200-8,37.923922,-79.204429,71326
The Commodore Theatre - Tesla,421 High St,Portsmouth,VA,23704,,2,,,200-9,36.835007,-76.301819,71328
JANAF Shopping Yard - Tesla,5900 E Virginia Beach Blvd,Norfolk,VA,23502,,,6,,200-8,36.855648,-76.203426,71842
Morrison House - Tesla,116 S Alfred St,Alexandria,VA,22314,,2,,,200-9,38.804629,-77.049018,75272
The Martha Washington Inn and Spa - Tesla,150 W Main St,Abingdon,VA,24210,,1,,,200-9,36.709522,-81.975349,75278
Hampton Inn - Tesla,2010 S Assembly Rd,Spokane,WA,99224,,2,,,200-8,47.637215,-117.476834,74980
Prospect Hill Plantation Inn,2887 Poindexter Rd,Louisa County,VA,23093,,2,,,200-9,37.992137,-78.165492,75266
Corvus Cellars - Tesla,760 C St,Walla Walla,WA,99362,,2,,,200-8,46.086119,-118.278163,71779
Warm Springs Inn and Winery - Tesla,1611 Love Ln,Wenatchee,WA,98801,,1,,,200-9,47.47487,-120.376005,71801
The Ridge Motorsports Park - Tesla,1060 W Eels Hill Rd,Shelton,WA,98584,,3,,,200-9,47.254363,-123.196815,78119
The Davenport Hotel - Tesla,10 S Post St,Spokane,WA,99201,,1,,,200-9,47.656878,-117.424256,71797
The Davenport Tower - Tesla,111 S Post St,Spokane,WA,99201,,1,,,200-9,47.656255,-117.422986,71798
DoubleTree by Hilton - Tesla,322 N Spokane Falls Ct,Spokane,WA,99201,,2,,,200-8,47.660576,-117.414448,74974
Cedarbrook Lodge - Tesla,18525 36th Ave S,Seattle,WA,98188,,1,,,200-9,47.436906,-122.288434,71777
Motif Seattle - Tesla,1415 5th Ave,Seattle,WA,98101,,2,,,200-9,47.61002,-122.33542,71790
The Fairmont Olympic Hotel - Tesla,411 University St,Seattle,WA,98101,,2,,,200-8,47.608194,-122.334953,71799
Holiday Inn Express - Tesla,1190 SE Bishop Blvd,Pullman,WA,99163,,2,,,200-8,46.716071,-117.165583,74978
Red Lion Hotel Pasco - Tesla,2525 N 20th Ave,Pasco,WA,99301,,2,,,200-8,46.250788,-119.116904,74982
Seattle Marriott - Tesla,7401 164th Ave NE,Redmond,WA,98502,,2,,,200-8,47.671177,-122.121539,74984
Swantown Inn and Spa - Tesla,1431 11th Ave SE,Olympia,WA,98501,,1,,,200-9,47.039005,-122.882307,74987
Hotel RL - Tesla,2300 Evergreen Park Dr SW,Olympia,WA,98502,,2,,,200-9,47.027314,-122.913355,78118
The Inn at Langley - Tesla,400 1st St,Langley,WA,98260,,1,,,200-9,48.041286,-122.41057,79770
Four Points by Sheraton - Tesla,22406 Pacific Highway S,Des Moines,WA,98198,,4,,,200-9,47.400631,-122.296989,74976
Oxford Suites Bellingham - Tesla,4051 Meridian St,Bellingham,WA,98226,,1,,,200-9,48.788433,-122.487733,74977
Hampton Inn - Tesla,3715 Plaza Way,Kennewick,WA,99338,,2,,,200-9,46.177254,-119.189388,74979
Island Athletic Club - Tesla,5511 S Freeland Ave,Freeland,WA,98249,,2,,,200-9,48.010776,-122.533294,80358
Motel 6 - Tesla,2100 Stout St,Menomonie,WI,54751,,2,,,200-9,44.90625,-91.928857,80397
Tesla Service Center,4180 El Camino Real,Palo Alto,CA,94306,,6,,,200-9,37.410823,-122.124493,89029
Nicholas Conservatory and Gardens,1354 N 2nd St,Rockford,IL,61107,,2,,,200-9,42.283521,-89.06841,74349
Round Pond Winery - Tesla,875 Rutherford Rd,Rutherford,CA,94558,,2,,,200-9,38.464276,-122.404404,70374
Fairfield Inn & Suites - Tesla,9384 Old Highway 99 N,Burlington,WA,98233,,,8,,200-8,48.509528,-122.337289,52666
Four Seasons Hotel Atlanta - Tesla,75 14th St NE,Atlanta,GA,30309,,1,,,200-8,33.786634,-84.384998,72063
Glen - Ella Springs - Tesla,1789 Bear Gap Rd,Clarkesville,GA,30523,,1,,,200-9,34.72074,-83.44867,72064
JW Marriott Atlanta - Tesla,3300 Lenox Rd NE,Atlanta,GA,30326,,2,,,200-8,33.84539,-84.358453,72068
Hilton Madison Monona Terrace,9 E Wilson St,Madison,WI,53703,,3,,,200-9,43.072719,-89.380518,71302
Azalea Inn and Villas - Tesla,217 E Huntingdon St,Savannah,GA,31401,,1,,,200-9,32.068148,-81.092562,72059
European Collision Repair - Tesla,8655 Roswell Rd,Sandy Springs,GA,30350,,1,,,200-9,33.991647,-84.350407,72061
2894 on Main Cafe - Tesla,2894 Main St,East Troy,WI,53120,,2,,,200-9,42.785663,-88.405698,71293
Blacksmith Inn on the Shore,8152 Highway 57,Baileys Harbor,WI,54202,,2,,,200-9,45.066727,-87.123627,71296
The Flats at West Village - Tesla,852 W Main St,Charlottesville,VA,22903,,1,,,200-9,38.031804,-78.493331,71329
Chatsworth Metrolink Station,10046 Old Depot Plaza Rd,Chatsworth,CA,91311,,1,,,200-8,34.253364,-118.598876,50424
College of DuPage,425 Fawell Blvd,Glen Ellyn,IL,60137,,2,,,200-9,41.842427,-88.073726,71181
Inn at Riverbend,125 River Ridge Dr,Pearisburg,VA,24134,,2,,,200-9,37.31963,-80.686128,71321
Columbia Inn Restaurant - Tesla,29 Main Rd,Montville,NJ,7045,,1,,,200-9,40.91312,-74.390013,72111
The King's Daughters Inn,204 N Buchanan Blvd,Durham,NC,27701,,3,,,200-9,36.003728,-78.912068,72167
The Mirage - Tesla,3400 S Las Vegas Blvd,Las Vegas,NV,80109,,4,,,200-8,36.122006,-115.171726,72269
Highlawn Pavilion - Tesla,1 Crestwood Dr,West Orange,NJ,7052,,2,,,200-8,40.807669,-74.264421,72113
Hilton Short Hills - Tesla,41 John F Kennedy Pkwy,Milburn,NJ,7078,,1,,,200-8,40.740937,-74.367137,72114
Elon University - Tesla,100 Campus Dr,Elon,NC,27244,,1,,,200-9,36.10476,-79.50354,72155
Windham Hill Inn - Tesla,311 Lawrence Dr,Townshend,VT,5359,,1,,,200-9,43.09962,-72.703605,67250
iPark - Tesla,330 E 46th St,New York,NY,10017,,2,,,200-9,40.751578,-73.969043,75768
Miller Motor Sales,1196 Milwaukee Ave,Burlington,WI,53105,,2,,,200-9,42.694094,-88.262156,63710
Atlantis Casino Resort and Spa - Tesla,3800 S Virginia St,Reno,NV,89502,,,6,,200-9,39.488947,-119.793583,72250
Icon Parking - Tesla,5 E 22nd St,New York,NY,10010,,2,,,200-9,40.740904,-73.988965,75761
Riverton Hyundai,10835 S Auto Mall Dr,Sandy,UT,84070,,1,,,200-9,40.554687,-111.893363,46385
Wynne Ford,1020 W Mercury Blvd,Hampton,VA,23666,,2,,,200-9,37.044549,-76.380595,51900
Beach & Hyde Garage,655 Beach St,San Francisco,CA,94109,7,2,,,200-8,37.806798,-122.419488,38518
Magic City Ford Lincoln Isuzu,809 Williamson Rd NE,Roanoke,VA,24016,,2,,,200-9,37.280149,-79.933227,51902
Cowles Parkway Ford,13779 Noblewood Plaza,Woodbridge,VA,22193,,1,,,200-9,38.6526,-77.312023,53965
Holiday Trav-L-Park,1075 General Booth Blvd,Virginia Beach,VA,23451,1,,,,200-9,36.804863,-75.997863,63374
Parc 55 Hotel,55 Cyril Magnin,San Francisco,CA,94102,2,,,,200-9,37.784871,-122.408991,38517
Monday Properties,1100 Wilson Blvd,Arlington,VA,22209,4,2,,,200-9,38.89458,-77.069977,53994
Lansing Community College - West Campus,5708 Cornerstone Dr,Lansing,MI,48917,,2,,,200-9,42.718333,-84.630759,50844
Charles Hotel - Harvard Square,1 Bennett St,Cambridge,MA,2138,1,1,,,200-9,42.372442,-71.122882,38525
Tesla Factory - Tesla,45500 Freemont Blvd,Fremont,CA,94538,,,12,,200-8,37.497136,-121.948343,52673
Medomak Camp - Tesla,178 Liberty Rd,Washington,ME,4574,,1,,,200-8,44.283248,-69.367024,73770
Icon Parking - Tesla,220 Riverside Blvd,New York,NY,10024,,2,,,200-9,40.77975,-73.987272,74441
The Wildwood Inn - Tesla,2602 Lillian Miller Pkwy,Denton,TX,76210,,2,,,200-9,33.180435,-97.111382,75171
Champion Parking - Tesla,205 W 76th St,New York,NY,10023,,2,,,200-9,40.78168,-73.97994,74424
Champion Parking - Tesla,880 5th Ave,New York,NY,10021,,2,,,200-8,40.770508,-73.968453,74425
Borland House Bed and Breakfast - Tesla,130 Clinton St,Montgomery,NY,12549,,1,,,200-9,41.52688,-74.235988,80330
Tesla Service Center,2312 S State St,South Salt Lake,UT,84115,,3,10,,200-9,40.720739,-111.889013,67218
Best Western Plus Abbey Inn and Suites - Tesla,1129 S Bluff St,St. George,UT,84770,,2,,,200-9,37.088925,-113.584407,71334
Hilton - Tesla,7920 Jones Branch Dr,McLean,VA,22102,,3,,,200-8,38.926842,-77.217335,75269
Sunday River Resort - Tesla,23 S Ridge Rd,Newry,ME,4261,,3,,,200-9,44.473612,-70.855974,73783
Landsdown Resort - Tesla,44050 Woodridge Pkwy,Leesburg,VA,20176,,2,,,200-9,39.083511,-77.475708,77467
La Quinta Inn and Suites - Tesla,4353 Canal Pl SE,Rochester,MN,55904,,1,,,200-9,43.96025,-92.462871,78467
Keswick Hall and Golf Club,701 Club Dr,Keswick,VA,22947,,3,,,200-8,38.016349,-78.366934,71323
Hyatt Regency - Tesla,2626 Sage Rd,Houston,TX,77056,,2,,,200-9,29.73847,-95.467337,75164
Boheme Restaurant ,307 Fairview St,Houston ,TX,77006,,2,,,200-9,29.747997,-95.386029,77483
Hy-Vee - Tesla,7180 10th St N,Oakdale,MN,55128,,,8,,200-8,44.963318,-92.959886,79200
Hotel Bellwether - Tesla,1 Bellwether Way,Bellingham,WA,98225,,2,,,200-9,48.754134,-122.497055,74981
Holiday Inn Express and Suites - Tesla,929 N Navigation Blvd,Corpus Christi,TX,78408,,3,,,200-8,27.802949,-97.453235,75152
Quik Park - Tesla,81 Fleet Pl,Brooklyn,NY,11201,,2,,,200-9,40.693208,-73.981326,74408
Hilton Garden Inn - Tesla,3081 University Dr E,Bryan,TX,77802,,2,,,200-9,30.646415,-96.301722,75151
Kimber Modern - Tesla,110 The Circle,Austin,TX,78704,,1,,,200-9,30.250097,-97.74838,78588
Kenjo's Barbeque - Tesla,200 E San Bernard St,Brazoria,TX,77422,,2,,,200-8,29.049064,-95.567054,68514
Hampton Inn and Suites - Tesla,1121 Highway 332,Clute,TX,77531,,1,,,200-8,29.010216,-95.411329,75147
Icon Parking - Tesla,30 W 63rd St,Manhattan,NY,10023,,2,,,200-9,40.77075,-73.98108,79766
The Inn at Cooperstown - Tesla,16 Chestnut St,Cooperstown,NY,13326,,1,,,200-9,42.70163,-74.926982,74467
Four Seasons Hotel Seattle - Tesla,99 Union St,Seattle,WA,98101,,1,,,200-9,47.607379,-122.339155,71780
The Oregon Garden Resort - Tesla,879 W Main St,Silverton,OR,97381,,1,,,200-8,44.995864,-122.796335,73796
Fairfield Inn & Suites - Tesla,3415 Premier Dr,Plano,TX,75023,,2,,,200-9,33.045052,-96.703006,77484
Midwest Prairie Business Center - Tesla,2845 Midwest Dr,Onalaska,WI,54650,,,6,,200-9,43.879061,-91.188923,53970
Sanctuary at Kiawah Island Golf Resort - Tesla,1 Sanctuary Beach,Kiawah Island,SC,29455,,1,,,200-9,32.601643,-80.093962,71715
Titanic Pigeon Forge - Tesla,2134 Parkway,Pigeon Forge,TN,37863,,2,,,200-8,35.820549,-83.578303,75899
Margaritaville - Tesla,130 The Island Dr,Pigeon Forge,TN,37863,,3,,,200-8,35.80365,-83.5747,75898
Home2 Suites -  Tesla,1000 W Louis Henna Blvd,Round Rock,TX,78681,,2,,,200-9,30.480039,-97.686567,75155
Hampton Inn & Suites - Tesla,23523 Northgate Crossing Blvd,Spring ,TX,77373,,2,,,200-8,30.104226,-95.428652,77485
Ashbrooke Hotel - Tesla,7942 Highway 42,Egg Harbor,WI,54209,,2,,,200-9,45.057064,-87.278305,79787
InterContinental Milwaukee - Tesla,139 E Kilbourn Ave,Milwaukee,WI,53202,,1,,,200-8,43.042225,-87.910279,71305
The Audubon Inn and NOLA North Grille,45 N Main St,Mayville,WI,53050,,3,,,200-9,43.49656,-88.544891,71309
Best Western - Tesla,107 US 281,Johnson City,TX,78636,,2,,,200-9,30.276283,-98.402599,75133
Montage Deer Valley - Tesla,9100 Marsac Ave,Park City,UT,84060,,4,,,200-8,40.615731,-111.508999,71342
Cambria Hotel & Suites - Tesla,7500 Parkwood Blvd,Plano,TX,75024,,2,,,200-9,33.081111,-96.817624,76366
Cliffrose Lodge and Gardens - Tesla,281 Zion Park Blvd,Springdale,UT,84767,,2,,,200-8,37.197056,-112.992113,71337
Hermitage Club at Haystack Mountain - Tesla,183 Gatehouse Trail,Wilmington,VT,5363,,14,,,200-9,42.923118,-72.894928,74758
Four Points by Sheraton,1211 Atlantic Ave,Virginia Beach,VA,23451,,4,,,200-9,36.84135,-75.972698,77466
Westgate Park City Resort and Spa - Tesla,3000 Canyons Resort Rd,Park City,UT,84098,,2,,,200-9,40.684471,-111.554762,79791
Amangiri - Tesla,1 Kayenta Rd,Canyon Point,UT,84741,,3,,,200-9,37.034252,-111.612273,71332
Best Western,125 E St George Blvd,St. George,UT,84770,,3,,,200-9,37.110614,-113.579513,71333
ProInsurance,3925 Bohannon Dr,Menlo Park,CA,94025,2,1,,,200-9,37.479084,-122.17957,88979
Shoppes at Oakwood - Tesla,4601 Keystone Crossing,Eau Claire,WI,54701,,,6,,200-9,44.771191,-91.438293,60356
The Inn at Manchester - Tesla,3967 Main St,Manchester,VT,5255,,1,,,200-9,43.167137,-73.069046,74763
Milroy Construction,897 Independence Ave,Mountain View,CA,94043,,1,,,200-9,37.417588,-122.09609,88985
Audi Palo Alto,1730 Embarcadero Rd,Palo Alto,CA,94303,,1,,,200-9,37.449726,-122.118056,88990
Hilton Garden Inn,4216 El Camino Real,Palo Alto,CA,94306,,2,,,200-9,37.409477,-122.123237,89030
Beshoff Motor Cars,3000 E Capitol Expy,San Jose,CA,95148,,2,,,200-9,37.332547,-121.812688,89037
Gutwein Motor Co,300 N Market St,Monon,IN,47959,,1,,,200-9,40.861312,-86.879444,60815
Villa Appalachia Winery,752 Rock Castle Gorge,Floyd,VA,24091,,1,,,200-8,36.801673,-80.370996,75617
The FLX Winery - Tesla,5090 Highway 14,Dundee,NY,14837,,1,,,200-9,42.519057,-76.922429,74466
Autocenters Nissan,1825 E Edwardsville Rd,Wood River,IL,62095,,1,1,,200-8,38.857818,-90.067243,47225
Sheetz Store #122,1781 N Atherton St,State College,PA,16803,,,1,,200-9,40.809129,-77.900998,64059
City of Los Angeles - Constituent Service Center,8475 S Vermont Ave,Los Angeles,CA,90044,,2,,,200-8,33.961256,-118.29187,21405
College of DuPage,425 Fawell Blvd,Glen Ellyn,IL,60137,,4,,,200-9,41.842427,-88.073726,63247
Spinx #125,7395 Augusta Rd,Piedmont,SC,29673,,,1,,200-8,34.729799,-82.389422,75719
InterLink Commuter Parking Garage,700 Jefferson Blvd,Warwick,RI,2886,4,2,,,200-9,41.727558,-71.442271,46869
City of Champaign - Hill Street Parking Deck,123 W Hill St,Champaign,IL,61820,,4,,,200-8,40.119235,-88.243915,33921
Great Escape Restaurant,9540 W Irving Park Rd,Schiller Park,IL,60176,,3,,,200-9,41.955233,-87.865268,43358
Best Western - Bentleyville,101 Gosia Dr,Bentleyville,PA,15314,,1,,,200-9,40.131559,-79.997406,64356
American Bush - Solar Canopy,2630 S 300 W,Salt Lake City,UT,84115,,4,,,200-9,40.714413,-111.900552,42013
City of Boulder - Pearl Street Parking Garage,1500 Pearl St,Boulder,CO,80302,1,1,,,200-9,40.018534,-105.275296,53938
Canopy Airport Parking - Denver International Airport,8100 Tower Rd,Commerce City,CO,80022,18,9,1,,200-9,39.844569,-104.76788,38522
Propark America,777 Main St,Hartford,CT,6103,10,5,,,200-9,41.766034,-72.673634,50448
State Street Garage,75 State St,Boston,MA,2109,1,1,,,200-9,42.358449,-71.055089,43860
Post Ranch Inn - Tesla,47900 California 1,Big Sur,CA,93920,,5,,,200-9,36.230066,-121.769981,70355
Manulife Building,555 12th St NW,Washington,DC,20004,1,1,,,200-9,38.896703,-77.027621,43836
