,Zip Code,Number of Stations,Average AGI,Number of Connectors,AGI Range,Percentage of Total Zips
3533,73099,1,66745.26,2.0,50k-75k,37.0
3534,20015,1,231809.22,6.0,175k+,5.88
3535,81036,1,44824.39,2.0,<50k,28.25
3536,48214,1,37641.23,2.0,<50k,28.25
3537,38125,1,52506.94,1.0,50k-75k,37.0
3538,53204,1,28568.58,8.0,<50k,28.25
3539,20763,1,54008.96,1.0,50k-75k,37.0
3540,53103,1,72758.73,1.0,50k-75k,37.0
3541,63901,1,44431.63,1.0,<50k,28.25
3542,06385,1,77919.79,2.0,75k-100k,15.33
3543,06078,1,107371.98,3.0,100k-125k,7.38
3544,23875,1,53736.83,1.0,50k-75k,37.0
3545,32136,1,70940.7,1.0,50k-75k,37.0
3546,75223,1,43751.16,2.0,<50k,28.25
3547,23970,1,44760.49,6.0,<50k,28.25
3548,53522,1,53800.0,1.0,50k-75k,37.0
3549,05089,1,52324.88,12.0,50k-75k,37.0
3550,14534,1,165331.6,2.0,150k-175k,1.78
3551,95606,1,368653.85,4.0,175k+,5.88
3552,94589,1,45183.45,5.0,<50k,28.25
3553,85745,1,56773.79,2.0,50k-75k,37.0
3554,92620,1,118322.9,4.0,100k-125k,7.38
3555,10547,1,80333.89,2.0,75k-100k,15.33
3556,48348,1,111108.74,2.0,100k-125k,7.38
3557,92883,1,83097.29,6.0,75k-100k,15.33
3558,29693,1,44019.23,1.0,<50k,28.25
3559,63031,1,47031.18,2.0,<50k,28.25
3560,50021,1,85200.0,2.0,75k-100k,15.33
3561,93726,1,32272.56,6.0,<50k,28.25
3562,90001,1,26936.18,1.0,<50k,28.25
3563,53213,1,83561.04,2.0,75k-100k,15.33
3564,33966,1,76904.55,1.0,75k-100k,15.33
3565,35904,1,37512.09,4.0,<50k,28.25
3566,20112,1,103065.43,1.0,100k-125k,7.38
3567,55063,1,48430.4,2.0,<50k,28.25
3568,02919,1,55355.58,4.0,50k-75k,37.0
3569,46554,1,51480.39,2.0,50k-75k,37.0
3570,30655,1,53515.54,1.0,50k-75k,37.0
3571,48374,1,146399.86,2.0,125k-150k,3.78
3572,45417,1,26042.94,2.0,<50k,28.25
3573,54405,1,48102.03,1.0,<50k,28.25
3574,85629,1,62129.13,2.0,50k-75k,37.0
3575,54165,1,58972.8,1.0,50k-75k,37.0
3576,08034,1,88743.55,1.0,75k-100k,15.33
3577,56601,1,54692.62,2.0,50k-75k,37.0
3578,33624,1,54989.48,3.0,50k-75k,37.0
3579,92399,1,62617.13,1.0,50k-75k,37.0
3580,19136,1,44327.7,2.0,<50k,28.25
3581,60435,1,49938.12,1.0,<50k,28.25
3582,92009,1,142270.18,2.0,125k-150k,3.78
3583,98528,1,58084.43,2.0,50k-75k,37.0
3584,90043,1,46953.25,1.0,<50k,28.25
3585,63114,1,35721.63,2.0,<50k,28.25
3586,80836,1,50620.41,2.0,50k-75k,37.0
3587,31061,1,44844.71,2.0,<50k,28.25
3588,14626,1,59600.94,1.0,50k-75k,37.0
3589,53125,1,136070.65,1.0,125k-150k,3.78
3590,66608,1,32387.76,2.0,<50k,28.25
3591,90602,1,51578.69,2.0,50k-75k,37.0
3592,80120,1,73016.45,2.0,50k-75k,37.0
3593,03466,1,88028.79,2.0,75k-100k,15.33
3594,13212,1,49298.69,2.0,<50k,28.25
3595,90057,1,27547.94,1.0,<50k,28.25
3596,19333,1,198576.68,2.0,175k+,5.88
3597,77071,1,46724.14,3.0,<50k,28.25
3598,29316,1,52259.78,2.0,50k-75k,37.0
3599,94571,1,64076.19,3.0,50k-75k,37.0
3600,06410,1,108912.66,2.0,100k-125k,7.38
3601,14527,1,49579.35,2.0,<50k,28.25
3602,03216,1,63120.18,1.0,50k-75k,37.0
3603,07060,1,43993.95,3.0,<50k,28.25
3604,89149,1,78683.63,2.0,75k-100k,15.33
3605,82513,1,62723.66,2.0,50k-75k,37.0
3606,19030,1,59354.83,1.0,50k-75k,37.0
3607,35950,1,38347.47,1.0,<50k,28.25
3608,12501,1,62708.57,1.0,50k-75k,37.0
3609,33809,1,48175.19,2.0,<50k,28.25
3610,60050,1,63367.87,1.0,50k-75k,37.0
3611,92028,1,69577.37,2.0,50k-75k,37.0
3612,02127,1,88781.33,5.0,75k-100k,15.33
3613,25446,1,62058.73,4.0,50k-75k,37.0
3614,62918,1,59600.86,2.0,50k-75k,37.0
3615,48854,1,62642.52,1.0,50k-75k,37.0
3616,06117,1,173661.53,2.0,150k-175k,1.78
3617,30035,1,30637.99,1.0,<50k,28.25
3618,34788,1,45436.12,2.0,<50k,28.25
3619,59030,1,47242.47,2.0,<50k,28.25
3620,07001,1,59560.41,1.0,50k-75k,37.0
3621,94582,1,172105.41,2.0,150k-175k,1.78
3622,72404,1,71648.1,1.0,50k-75k,37.0
3623,76437,1,47683.56,8.0,<50k,28.25
3624,02120,1,34901.62,2.0,<50k,28.25
3625,02081,1,108697.43,2.0,100k-125k,7.38
3626,98674,1,61636.03,2.0,50k-75k,37.0
3627,56073,1,55080.72,2.0,50k-75k,37.0
3628,02368,1,54280.57,2.0,50k-75k,37.0
3629,66762,1,51122.64,1.0,50k-75k,37.0
3630,44622,1,63461.39,1.0,50k-75k,37.0
3631,86333,1,38344.44,6.0,<50k,28.25
3632,77471,1,46116.76,1.0,<50k,28.25
3633,62226,1,61072.44,2.0,50k-75k,37.0
3634,44116,1,100522.56,2.0,100k-125k,7.38
3635,07103,1,30424.05,2.0,<50k,28.25
3636,75252,1,104236.98,2.0,100k-125k,7.38
3637,58503,1,94848.73,1.0,75k-100k,15.33
3638,12477,1,56031.38,2.0,50k-75k,37.0
3639,22207,1,219279.52,1.0,175k+,5.88
3640,92627,1,62869.02,2.0,50k-75k,37.0
3641,65279,1,79758.43,1.0,75k-100k,15.33
3642,30529,1,41727.12,4.0,<50k,28.25
3643,48162,1,54058.03,1.0,50k-75k,37.0
3644,87901,1,31176.98,8.0,<50k,28.25
3645,15717,1,51990.04,1.0,50k-75k,37.0
3646,89145,1,116466.36,2.0,100k-125k,7.38
3647,98028,1,98613.24,2.0,75k-100k,15.33
3648,45804,1,32432.64,8.0,<50k,28.25
3649,05667,1,50018.49,1.0,50k-75k,37.0
3650,06053,1,42335.86,3.0,<50k,28.25
3651,95987,1,48324.03,1.0,<50k,28.25
3652,27408,1,138423.74,1.0,125k-150k,3.78
3653,28743,1,38559.49,2.0,<50k,28.25
3654,33763,1,44310.04,2.0,<50k,28.25
3655,02642,1,66674.42,2.0,50k-75k,37.0
3656,24523,1,47793.7,2.0,<50k,28.25
3657,19078,1,61355.67,1.0,50k-75k,37.0
3658,65806,1,26694.03,1.0,<50k,28.25
3659,19956,1,43540.81,4.0,<50k,28.25
3660,95818,1,87697.5,1.0,75k-100k,15.33
3661,07008,1,47848.56,2.0,<50k,28.25
3662,30635,1,40832.75,1.0,<50k,28.25
3663,06473,1,84069.82,2.0,75k-100k,15.33
3664,47150,1,48203.34,1.0,<50k,28.25
3665,30528,1,44913.96,8.0,<50k,28.25
3666,20714,1,68258.52,2.0,50k-75k,37.0
3667,82520,1,61950.27,1.0,50k-75k,37.0
3668,33042,1,101399.41,3.0,100k-125k,7.38
3669,75124,1,47095.65,2.0,<50k,28.25
3670,10977,1,52312.29,2.0,50k-75k,37.0
3671,21532,1,50557.02,2.0,50k-75k,37.0
3672,76135,1,55911.81,3.0,50k-75k,37.0
3673,06234,1,65968.56,1.0,50k-75k,37.0
3674,02539,1,84027.55,1.0,75k-100k,15.33
3675,48912,1,39394.94,4.0,<50k,28.25
3676,32092,1,88455.89,6.0,75k-100k,15.33
3677,37347,1,45591.32,3.0,<50k,28.25
3678,14701,1,41106.09,1.0,<50k,28.25
3679,60169,1,57185.23,2.0,50k-75k,37.0
3680,07866,1,89255.0,2.0,75k-100k,15.33
3681,60185,1,62950.0,2.0,50k-75k,37.0
3682,12047,1,56745.15,2.0,50k-75k,37.0
3683,92845,1,78111.4,1.0,75k-100k,15.33
3684,93243,1,46890.32,6.0,<50k,28.25
3685,98520,1,47390.76,8.0,<50k,28.25
3686,11550,1,41030.26,3.0,<50k,28.25
3687,15102,1,72074.81,2.0,50k-75k,37.0
3688,37015,1,49884.65,1.0,<50k,28.25
3689,48843,1,69569.93,2.0,50k-75k,37.0
3690,26865,1,56752.38,1.0,50k-75k,37.0
3691,18372,1,60616.78,8.0,50k-75k,37.0
3692,06812,1,102685.38,1.0,100k-125k,7.38
3693,30824,1,43030.37,2.0,<50k,28.25
3694,94937,1,105984.62,3.0,100k-125k,7.38
3695,08723,1,61149.54,1.0,50k-75k,37.0
3696,17562,1,49072.96,2.0,<50k,28.25
3697,30132,1,56619.43,2.0,50k-75k,37.0
3698,14624,1,56196.57,2.0,50k-75k,37.0
3699,05735,1,49050.7,2.0,<50k,28.25
3700,19090,1,58754.85,3.0,50k-75k,37.0
3701,02817,1,76872.47,2.0,75k-100k,15.33
3702,94521,1,82440.31,2.0,75k-100k,15.33
3703,78748,1,60982.76,2.0,50k-75k,37.0
3704,10701,1,46643.38,1.0,<50k,28.25
3705,20115,1,100782.51,2.0,100k-125k,7.38
3706,71601,1,28322.74,1.0,<50k,28.25
3707,29926,1,95144.01,1.0,75k-100k,15.33
3708,70570,1,49564.52,1.0,<50k,28.25
3709,12572,1,133444.47,3.0,125k-150k,3.78
3710,30510,1,39493.21,1.0,<50k,28.25
3711,60467,1,107086.0,4.0,100k-125k,7.38
3712,98230,1,72911.53,2.0,50k-75k,37.0
3713,80018,1,74423.28,4.0,50k-75k,37.0
3714,76543,1,34449.65,1.0,<50k,28.25
3715,77060,1,28064.85,2.0,<50k,28.25
3716,66839,1,62690.05,1.0,50k-75k,37.0
3717,55374,1,94057.83,2.0,75k-100k,15.33
3718,34950,1,27458.76,1.0,<50k,28.25
3719,96786,1,42899.84,2.0,<50k,28.25
3720,30115,1,80289.16,2.0,75k-100k,15.33
3721,02322,1,65224.05,2.0,50k-75k,37.0
3722,85009,1,26842.07,4.0,<50k,28.25
3723,11935,1,105997.27,1.0,100k-125k,7.38
3724,37096,1,40041.82,2.0,<50k,28.25
3725,55084,1,57096.55,2.0,50k-75k,37.0
3726,01867,1,118184.02,2.0,100k-125k,7.38
3727,83714,1,68206.26,1.0,50k-75k,37.0
3728,28677,1,43172.39,1.0,<50k,28.25
3729,70503,1,98698.7,1.0,75k-100k,15.33
3730,74008,1,87196.2,1.0,75k-100k,15.33
3731,76063,1,82457.77,3.0,75k-100k,15.33
3732,07102,1,177115.91,1.0,175k+,5.88
3733,27608,1,193167.14,1.0,175k+,5.88
3734,10927,1,41799.51,2.0,<50k,28.25
3735,25801,1,49112.3,1.0,<50k,28.25
3736,75081,1,63870.84,4.0,50k-75k,37.0
3737,53593,1,120965.84,2.0,100k-125k,7.38
3738,19095,1,86164.94,2.0,75k-100k,15.33
3739,12078,1,42799.5,2.0,<50k,28.25
3740,07920,1,206615.79,2.0,175k+,5.88
3741,22206,1,89563.25,2.0,75k-100k,15.33
3742,11963,1,136433.09,1.0,125k-150k,3.78
3743,30548,1,82425.43,2.0,75k-100k,15.33
3744,47630,1,91792.54,3.0,75k-100k,15.33
3745,20708,1,51912.59,2.0,50k-75k,37.0
3746,56082,1,63191.11,1.0,50k-75k,37.0
3747,06791,1,85655.52,2.0,75k-100k,15.33
3748,44136,1,73563.12,5.0,50k-75k,37.0
3749,55014,1,72634.91,1.0,50k-75k,37.0
3750,53012,1,98108.75,2.0,75k-100k,15.33
3751,80015,1,74067.27,1.0,50k-75k,37.0
3752,55106,1,37076.93,1.0,<50k,28.25
3753,33480,1,1254522.04,2.0,175k+,5.88
3754,98564,1,51257.43,2.0,50k-75k,37.0
3755,11767,1,97975.17,2.0,75k-100k,15.33
3756,39520,1,44694.96,2.0,<50k,28.25
3757,28170,1,36046.2,2.0,<50k,28.25
3758,78415,1,36439.36,1.0,<50k,28.25
3759,60445,1,49849.92,2.0,<50k,28.25
3760,30650,1,59607.69,4.0,50k-75k,37.0
3761,33908,1,104405.7,2.0,100k-125k,7.38
3762,99122,1,59596.73,1.0,50k-75k,37.0
3763,12204,1,74768.67,1.0,50k-75k,37.0
3764,24011,1,73227.91,1.0,50k-75k,37.0
3765,85381,1,61810.17,2.0,50k-75k,37.0
3766,97376,1,52755.56,1.0,50k-75k,37.0
3767,98327,1,71259.04,1.0,50k-75k,37.0
3768,03894,1,114300.33,3.0,100k-125k,7.38
3769,81073,1,42041.56,2.0,<50k,28.25
3770,29172,1,40829.78,1.0,<50k,28.25
3771,08260,1,47290.04,2.0,<50k,28.25
3772,77803,1,30937.93,1.0,<50k,28.25
3773,85748,1,72221.19,2.0,50k-75k,37.0
3774,08648,1,89322.4,4.0,75k-100k,15.33
3775,85326,1,45752.81,8.0,<50k,28.25
3776,32219,1,42051.18,1.0,<50k,28.25
3777,78232,1,90862.28,2.0,75k-100k,15.33
3778,94118,1,214467.32,12.0,175k+,5.88
3779,30542,1,67309.09,4.0,50k-75k,37.0
3780,10473,1,38243.03,2.0,<50k,28.25
3781,98813,1,25896.88,1.0,<50k,28.25
3782,06763,1,87335.58,2.0,75k-100k,15.33
3783,70401,1,47592.49,1.0,<50k,28.25
3784,73644,1,60349.72,1.0,50k-75k,37.0
3785,63385,1,72055.4,2.0,50k-75k,37.0
3786,64060,1,82504.05,2.0,75k-100k,15.33
3787,32935,1,41127.74,2.0,<50k,28.25
3788,77302,1,65422.89,6.0,50k-75k,37.0
3789,62035,1,67032.0,2.0,50k-75k,37.0
3790,10567,1,106947.68,2.0,100k-125k,7.38
3791,70471,1,109161.41,2.0,100k-125k,7.38
3792,48604,1,40120.75,2.0,<50k,28.25
3793,53227,1,47708.58,2.0,<50k,28.25
3794,08109,1,53998.4,1.0,50k-75k,37.0
3795,96822,1,76153.09,1.0,75k-100k,15.33
3796,17307,1,51529.48,1.0,50k-75k,37.0
3797,07417,1,337995.64,6.0,175k+,5.88
3798,55025,1,72057.88,2.0,50k-75k,37.0
3799,43420,1,46341.74,1.0,<50k,28.25
3800,49304,1,35825.68,2.0,<50k,28.25
3801,92019,1,74396.25,8.0,50k-75k,37.0
3802,55130,1,29907.95,2.0,<50k,28.25
3803,85638,1,36092.86,1.0,<50k,28.25
3804,05345,1,54006.25,1.0,50k-75k,37.0
3805,28334,1,44993.3,1.0,<50k,28.25
3806,84047,1,46461.56,1.0,<50k,28.25
3807,78022,1,68160.75,2.0,50k-75k,37.0
3808,29302,1,92854.02,2.0,75k-100k,15.33
3809,66748,1,46819.83,1.0,<50k,28.25
3810,04274,1,54495.37,1.0,50k-75k,37.0
3811,46750,1,45602.91,2.0,<50k,28.25
3812,59858,1,56174.65,1.0,50k-75k,37.0
3813,55057,1,72125.83,2.0,50k-75k,37.0
3814,44052,1,32921.41,1.0,<50k,28.25
3815,43149,1,54542.11,2.0,50k-75k,37.0
3816,32606,1,74077.33,2.0,50k-75k,37.0
3817,02790,1,73877.02,2.0,50k-75k,37.0
3818,06611,1,107789.8,2.0,100k-125k,7.38
3819,83805,1,46648.42,4.0,<50k,28.25
3820,44512,1,52828.93,2.0,50k-75k,37.0
3821,21048,1,93402.65,2.0,75k-100k,15.33
3822,19947,1,42713.34,4.0,<50k,28.25
3823,12758,1,54296.45,2.0,50k-75k,37.0
3824,33144,1,34928.34,1.0,<50k,28.25
3825,01331,1,47967.97,4.0,<50k,28.25
3826,77303,1,47130.6,1.0,<50k,28.25
3827,15639,1,50903.06,3.0,50k-75k,37.0
3828,93268,1,47916.72,1.0,<50k,28.25
3829,89027,1,59770.66,4.0,50k-75k,37.0
3830,02896,1,72587.79,2.0,50k-75k,37.0
3831,02916,1,71734.74,2.0,50k-75k,37.0
3832,28752,1,43277.94,2.0,<50k,28.25
3833,41101,1,53077.69,1.0,50k-75k,37.0
3834,70068,1,51754.42,3.0,50k-75k,37.0
3835,79118,1,60494.56,2.0,50k-75k,37.0
3836,97471,1,59544.01,1.0,50k-75k,37.0
3837,57559,1,50774.29,4.0,50k-75k,37.0
3838,77301,1,36653.6,2.0,<50k,28.25
3839,63549,1,40023.76,3.0,<50k,28.25
3840,11732,1,144089.19,2.0,125k-150k,3.78
3841,95742,1,90157.82,4.0,75k-100k,15.33
3842,23325,1,46511.3,1.0,<50k,28.25
3843,21050,1,88934.99,1.0,75k-100k,15.33
3844,84097,1,74739.44,2.0,50k-75k,37.0
3845,98512,1,63909.65,2.0,50k-75k,37.0
3846,56011,1,63081.51,1.0,50k-75k,37.0
3847,04970,1,48818.18,2.0,<50k,28.25
3848,90018,1,34711.5,1.0,<50k,28.25
3849,32226,1,67672.22,1.0,50k-75k,37.0
3850,45252,1,80168.32,1.0,75k-100k,15.33
3851,55405,1,112950.64,1.0,100k-125k,7.38
3852,94508,1,93204.48,1.0,75k-100k,15.33
3853,95389,1,41314.08,1.0,<50k,28.25
3854,59801,1,42141.17,1.0,<50k,28.25
3855,19022,1,41368.29,2.0,<50k,28.25
3856,37211,1,44014.85,2.0,<50k,28.25
3857,18042,1,49543.6,2.0,<50k,28.25
3858,91311,1,88600.22,1.0,75k-100k,15.33
3859,46142,1,62820.62,2.0,50k-75k,37.0
3860,64850,1,43805.93,2.0,<50k,28.25
3861,62801,1,44743.55,1.0,<50k,28.25
3862,28779,1,45712.23,4.0,<50k,28.25
3863,32162,1,89227.31,1.0,75k-100k,15.33
3864,75951,1,47663.87,1.0,<50k,28.25
3865,97360,1,49282.22,2.0,<50k,28.25
3866,98683,1,75429.54,1.0,75k-100k,15.33
3867,06514,1,56274.34,2.0,50k-75k,37.0
3868,72032,1,47443.52,2.0,<50k,28.25
3869,60629,1,33619.3,1.0,<50k,28.25
3870,81230,1,51513.42,2.0,50k-75k,37.0
3871,01532,1,109852.19,2.0,100k-125k,7.38
3872,27292,1,42813.22,2.0,<50k,28.25
3873,66203,1,49778.93,6.0,<50k,28.25
3874,34689,1,62013.77,4.0,50k-75k,37.0
3875,04092,1,48881.25,2.0,<50k,28.25
3876,08809,1,110216.12,2.0,100k-125k,7.38
3877,04015,1,54057.23,1.0,50k-75k,37.0
3878,47432,1,38935.32,2.0,<50k,28.25
3879,78259,1,87002.44,2.0,75k-100k,15.33
3880,25812,1,39256.45,4.0,<50k,28.25
3881,44620,1,54306.58,2.0,50k-75k,37.0
3882,92115,1,49074.08,5.0,<50k,28.25
3883,97266,1,39024.36,4.0,<50k,28.25
3884,96080,1,50023.93,2.0,50k-75k,37.0
3885,84405,1,56502.93,2.0,50k-75k,37.0
3886,98229,1,78263.5,3.0,75k-100k,15.33
3887,52742,1,67384.34,1.0,50k-75k,37.0
3888,04605,1,51794.39,1.0,50k-75k,37.0
3889,20785,1,46644.46,10.0,<50k,28.25
3890,48855,1,66535.95,4.0,50k-75k,37.0
3891,13501,1,38445.57,8.0,<50k,28.25
3892,97754,1,46060.12,2.0,<50k,28.25
3893,11545,1,334920.46,2.0,175k+,5.88
3894,71111,1,63535.06,1.0,50k-75k,37.0
3895,78124,1,56371.89,3.0,50k-75k,37.0
3896,97394,1,47848.44,2.0,<50k,28.25
3897,96052,1,44762.79,2.0,<50k,28.25
3898,10940,1,55364.44,2.0,50k-75k,37.0
3899,11415,1,64456.3,1.0,50k-75k,37.0
3900,23140,1,74358.91,4.0,50k-75k,37.0
3901,21225,1,35719.45,1.0,<50k,28.25
3902,27909,1,46082.59,1.0,<50k,28.25
3903,90713,1,72277.8,1.0,50k-75k,37.0
3904,11374,1,61860.87,2.0,50k-75k,37.0
3905,32566,1,60196.62,1.0,50k-75k,37.0
3906,49420,1,41424.31,2.0,<50k,28.25
3907,55344,1,81730.82,2.0,75k-100k,15.33
3908,04103,1,57077.93,2.0,50k-75k,37.0
3909,05155,1,51692.45,1.0,50k-75k,37.0
3910,21040,1,43508.93,1.0,<50k,28.25
3911,12812,1,50210.0,2.0,50k-75k,37.0
3912,78504,1,67801.91,1.0,50k-75k,37.0
3913,06518,1,82115.31,2.0,75k-100k,15.33
3914,93660,1,29836.81,1.0,<50k,28.25
3915,76943,1,56866.88,6.0,50k-75k,37.0
3916,06870,1,491028.57,2.0,175k+,5.88
3917,87105,1,34696.36,2.0,<50k,28.25
3918,43338,1,51983.15,8.0,50k-75k,37.0
3919,97212,1,112404.03,1.0,100k-125k,7.38
3920,91214,1,92543.15,2.0,75k-100k,15.33
3921,40212,1,25064.41,2.0,<50k,28.25
3922,20748,1,48477.2,2.0,<50k,28.25
3923,92691,1,80488.11,5.0,75k-100k,15.33
3924,28715,1,52413.93,2.0,50k-75k,37.0
3925,73114,1,36879.53,3.0,<50k,28.25
3926,67801,1,43922.17,3.0,<50k,28.25
3927,54817,1,56998.23,1.0,50k-75k,37.0
3928,02452,1,87544.63,2.0,75k-100k,15.33
3929,98387,1,51993.95,2.0,50k-75k,37.0
3930,64772,1,42009.11,6.0,<50k,28.25
3931,46231,1,47076.52,3.0,<50k,28.25
3932,45504,1,56463.74,2.0,50k-75k,37.0
3933,08807,1,118577.45,3.0,100k-125k,7.38
3934,06239,1,50436.45,1.0,50k-75k,37.0
3935,10913,1,141663.71,1.0,125k-150k,3.78
3936,21005,1,64335.29,2.0,50k-75k,37.0
3937,76309,1,55743.83,1.0,50k-75k,37.0
3938,70458,1,57670.22,8.0,50k-75k,37.0
3939,98059,1,98219.17,1.0,75k-100k,15.33
3940,55920,1,77336.27,1.0,75k-100k,15.33
3941,11372,1,44209.76,3.0,<50k,28.25
3942,21679,1,102932.0,4.0,100k-125k,7.38
3943,88435,1,34214.5,6.0,<50k,28.25
3944,43056,1,51691.39,2.0,50k-75k,37.0
3945,35205,1,52169.39,2.0,50k-75k,37.0
3946,04062,1,61001.24,1.0,50k-75k,37.0
3947,30168,1,31776.1,4.0,<50k,28.25
3948,85379,1,57656.3,4.0,50k-75k,37.0
3949,61874,1,74737.36,1.0,50k-75k,37.0
3950,76104,1,35666.34,2.0,<50k,28.25
3951,84074,1,55744.48,6.0,50k-75k,37.0
3952,95223,1,64547.43,2.0,50k-75k,37.0
3953,89011,1,83086.64,2.0,75k-100k,15.33
3954,35613,1,76346.19,8.0,75k-100k,15.33
3955,15025,1,67804.61,4.0,50k-75k,37.0
3956,76012,1,70872.44,2.0,50k-75k,37.0
3957,08008,1,98434.0,1.0,75k-100k,15.33
3958,49546,1,105090.61,2.0,100k-125k,7.38
3959,21409,1,112104.8,2.0,100k-125k,7.38
3960,81201,1,58331.24,2.0,50k-75k,37.0
3961,33411,1,62624.5,1.0,50k-75k,37.0
3962,19123,1,75068.85,1.0,75k-100k,15.33
3963,37220,1,168204.89,2.0,150k-175k,1.78
3964,78202,1,26237.88,3.0,<50k,28.25
3965,43604,1,32445.7,1.0,<50k,28.25
3966,01562,1,57669.16,2.0,50k-75k,37.0
3967,19087,1,222452.81,2.0,175k+,5.88
3968,84105,1,78323.29,4.0,75k-100k,15.33
3969,81650,1,53651.05,2.0,50k-75k,37.0
3970,80132,1,104451.37,4.0,100k-125k,7.38
3971,44103,1,25685.98,1.0,<50k,28.25
3972,98277,1,55278.01,4.0,50k-75k,37.0
3973,97869,1,42347.83,2.0,<50k,28.25
3974,40601,1,52140.48,1.0,50k-75k,37.0
3975,14760,1,48072.63,2.0,<50k,28.25
3976,01420,1,45507.38,4.0,<50k,28.25
3977,19131,1,37777.18,2.0,<50k,28.25
3978,39601,1,49233.41,1.0,<50k,28.25
3979,83616,1,128153.54,2.0,125k-150k,3.78
3980,04441,1,51607.04,1.0,50k-75k,37.0
3981,19565,1,61132.96,1.0,50k-75k,37.0
3982,53027,1,67949.78,2.0,50k-75k,37.0
3983,75137,1,51519.72,2.0,50k-75k,37.0
3984,14428,1,60943.21,1.0,50k-75k,37.0
3985,34234,1,38090.55,6.0,<50k,28.25
3986,34221,1,52684.46,4.0,50k-75k,37.0
3987,11780,1,235584.47,1.0,175k+,5.88
3988,30012,1,40038.14,1.0,<50k,28.25
3989,20770,1,50946.37,2.0,50k-75k,37.0
3990,76102,1,341131.15,3.0,175k+,5.88
3991,36330,1,56004.92,1.0,50k-75k,37.0
3992,41071,1,49084.29,2.0,<50k,28.25
3993,10941,1,64014.61,2.0,50k-75k,37.0
3994,85658,1,91100.18,1.0,75k-100k,15.33
3995,98684,1,58558.98,2.0,50k-75k,37.0
3996,77546,1,112788.77,2.0,100k-125k,7.38
3997,76208,1,66777.49,2.0,50k-75k,37.0
3998,84741,1,50429.11,3.0,50k-75k,37.0
3999,19064,1,83434.16,2.0,75k-100k,15.33
4000,98902,1,39367.32,8.0,<50k,28.25
4001,55372,1,114109.74,4.0,100k-125k,7.38
4002,08247,1,94994.12,2.0,75k-100k,15.33
4003,63303,1,73275.81,5.0,50k-75k,37.0
4004,55615,1,55485.71,2.0,50k-75k,37.0
4005,80130,1,104012.41,1.0,100k-125k,7.38
4006,11717,1,36053.64,4.0,<50k,28.25
4007,50317,1,42419.45,1.0,<50k,28.25
4008,29455,1,101787.18,1.0,100k-125k,7.38
4009,44231,1,47757.71,1.0,<50k,28.25
4010,98665,1,69684.37,1.0,50k-75k,37.0
4011,20120,1,95946.17,5.0,75k-100k,15.33
4012,11021,1,172682.32,1.0,150k-175k,1.78
4013,98610,1,54369.35,1.0,50k-75k,37.0
4014,41017,1,119808.57,2.0,100k-125k,7.38
4015,60074,1,60319.51,2.0,50k-75k,37.0
4016,92236,1,29458.7,4.0,<50k,28.25
4017,79401,1,29851.26,1.0,<50k,28.25
4018,80239,1,36006.73,6.0,<50k,28.25
4019,71303,1,63733.09,1.0,50k-75k,37.0
4020,38119,1,79668.6,8.0,75k-100k,15.33
4021,62095,1,44998.05,2.0,<50k,28.25
4022,72034,1,61298.42,2.0,50k-75k,37.0
4023,14031,1,116160.0,1.0,100k-125k,7.38
4024,55604,1,53649.74,2.0,50k-75k,37.0
4025,90302,1,38918.6,1.0,<50k,28.25
4026,45220,1,65758.7,7.0,50k-75k,37.0
4027,68901,1,57506.12,2.0,50k-75k,37.0
4028,98592,1,70316.33,2.0,50k-75k,37.0
4029,14223,1,53530.79,2.0,50k-75k,37.0
4030,92704,1,38488.1,3.0,<50k,28.25
4031,44839,1,66203.12,3.0,50k-75k,37.0
4032,46601,1,31737.62,1.0,<50k,28.25
4033,60619,1,35949.78,2.0,<50k,28.25
4034,70501,1,30099.2,2.0,<50k,28.25
4035,44094,1,71513.37,2.0,50k-75k,37.0
4036,30134,1,42017.4,1.0,<50k,28.25
4037,53147,1,70448.87,2.0,50k-75k,37.0
4038,48174,1,42213.05,2.0,<50k,28.25
4039,06614,1,70177.76,2.0,50k-75k,37.0
4040,44125,1,39061.42,1.0,<50k,28.25
4041,95490,1,45621.52,1.0,<50k,28.25
4042,02871,1,92416.8,2.0,75k-100k,15.33
4043,42055,1,49860.36,8.0,<50k,28.25
4044,91030,1,127967.98,1.0,125k-150k,3.78
4045,44017,1,53671.24,1.0,50k-75k,37.0
4046,94556,1,205571.33,6.0,175k+,5.88
4047,14612,1,56138.22,4.0,50k-75k,37.0
4048,61108,1,47562.74,1.0,<50k,28.25
4049,08817,1,69373.43,1.0,50k-75k,37.0
4050,97119,1,65639.05,1.0,50k-75k,37.0
4051,08004,1,59095.05,1.0,50k-75k,37.0
4052,93433,1,55145.15,1.0,50k-75k,37.0
4053,27284,1,62029.72,1.0,50k-75k,37.0
4054,87020,1,43753.48,20.0,<50k,28.25
4055,61705,1,102371.25,1.0,100k-125k,7.38
4056,68022,1,129956.48,4.0,125k-150k,3.78
4057,11096,1,40723.86,1.0,<50k,28.25
4058,84088,1,53951.81,2.0,50k-75k,37.0
4059,26301,1,45596.67,1.0,<50k,28.25
4060,19317,1,181247.39,1.0,175k+,5.88
4061,07430,1,126143.79,1.0,125k-150k,3.78
4062,76457,1,52803.38,3.0,50k-75k,37.0
4063,90004,1,65828.93,1.0,50k-75k,37.0
